id,school_id,constituent_id,degree_type,school_or_unit,major,class_year,start_year,record_source
1247,1,9940,B.S. Bachelor of Science,School of Business,Business Administration,2019,2015,crm_import
1248,1,18153,M.A. Master of Arts,School of Business,Business Administration,1977,1973,online
1249,1,12466,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,1973,1969,online
1250,1,9533,B.S. Bachelor of Science,College of Arts and Sciences,English,2014,2010,advancement_entry
1251,1,15269,M.S. Master of Science,College of Arts and Sciences,English,2001,1997,crm_import
1252,1,8335,,School of Business,Business Administration,2002,1998,crm_import
1253,1,15995,B.B.A. Bachelor of Business Administration,School of Health Sciences,Public Health,1998,1994,crm_import
1254,1,1706,A.B. Bachelor of Arts,College of Arts and Sciences,History,1983,1979,crm_import
1255,1,9236,B.A. Bachelor of Arts,School of Health Sciences,Public Health,2006,2002,online
1256,1,14352,B.S. Bachelor of Science,College of Arts and Sciences,Economics,1972,1968,advancement_entry
1257,1,5593,M.A. Master of Arts,School of Education,Education,1981,1977,crm_import
1258,1,5593,J.D. Doctor of Jurisprudence,College of Arts and Sciences,History,1987,1985,crm_import
1259,1,4856,M.B.A. Master of Business Administration,School of Engineering,,,1957,crm_import
1260,1,8763,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,1952,1948,crm_import
1261,1,16512,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,2022,2018,crm_import
1262,1,16512,M.S. Master of Science,College of Arts and Sciences,Economics,2026,2024,crm_import
1263,1,7691,M.A. Master of Arts,College of Arts and Sciences,Political Science,2001,1997,crm_import
1264,1,2902,,School of Health Sciences,,2005,2001,crm_import
1265,1,2902,M.S. Master of Science,College of Arts and Sciences,History,2009,2007,crm_import
1266,1,738,Certificate,School of Engineering,Computer Science,1995,1991,crm_import
1267,1,16474,Certificate,School of Education,Education,2021,2017,online
1268,1,16474,A.B. Bachelor of Arts,School of Business,Business Administration,2024,2022,online
1269,1,10558,B.A. Bachelor of Arts,College of Arts and Sciences,English,2012,2008,advancement_entry
1270,1,15728,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1995,1991,crm_import
1271,1,8636,B.A. Bachelor of Arts,College of Arts and Sciences,Biology,2010,2006,crm_import
1272,1,8636,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,2014,2012,crm_import
1273,1,9073,,College of Arts and Sciences,English,2001,1997,crm_import
1274,1,9073,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2006,2004,crm_import
1275,1,6318,,School of Business,Business Administration,1984,1980,crm_import
1276,1,7966,B.S. Bachelor of Science,School of Business,Business Administration,1991,1987,crm_import
1277,1,4390,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,2018,2014,online
1278,1,4390,J.D. Doctor of Jurisprudence,School of Education,Education,2020,2018,online
1279,1,7987,Certificate,School of Engineering,Computer Science,1984,1980,online
1280,1,2051,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,1960,1956,advancement_entry
1281,1,16020,A.B. Bachelor of Arts,College of Arts and Sciences,English,1967,1963,crm_import
1282,1,16020,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1974,1972,crm_import
1283,1,17360,Certificate,College of Arts and Sciences,Economics,2013,2009,crm_import
1284,1,15166,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2023,2019,crm_import
1285,1,2378,Certificate,School of Education,Education,1968,1964,crm_import
1286,1,3884,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2006,2002,crm_import
1287,1,3551,Certificate,College of Arts and Sciences,English,1973,1969,crm_import
1288,1,9541,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,,1991,1987,online
1289,1,14451,,College of Arts and Sciences,Political Science,2011,2007,online
1290,1,7413,B.A. Bachelor of Arts,College of Arts and Sciences,Economics,1976,1972,advancement_entry
1291,1,18707,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2026,2022,crm_import
1292,1,3277,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,1982,1978,crm_import
1293,1,2011,M.S. Master of Science,School of Education,Education,1997,1993,crm_import
1294,1,16323,M.B.A. Master of Business Administration,School of Business,,2000,1996,crm_import
1295,1,5386,Certificate,School of Business,Business Administration,1988,1984,crm_import
1296,1,5386,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,1993,1991,crm_import
1297,1,6874,M.B.A. Master of Business Administration,School of Engineering,Computer Science,1974,1970,crm_import
1298,1,5603,Certificate,School of Education,Education,,1985,crm_import
1299,1,14017,B.S. Bachelor of Science,School of Education,Education,1968,1964,online
1300,1,12752,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2017,2013,online
1301,1,16831,B.A. Bachelor of Arts,School of Business,Business Administration,2003,1999,advancement_entry
1302,1,16831,Certificate,College of Arts and Sciences,Political Science,2008,2006,advancement_entry
1303,1,14835,B.A. Bachelor of Arts,College of Arts and Sciences,English,2005,2001,crm_import
1304,1,17946,M.B.A. Master of Business Administration,School of Health Sciences,,1994,1990,crm_import
1305,1,15221,Certificate,School of Engineering,,1976,1972,crm_import
1306,1,18245,J.D. Doctor of Jurisprudence,School of Business,Business Administration,1978,1974,crm_import
1307,1,12421,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2007,2003,crm_import
1308,1,10885,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,2013,2009,crm_import
1309,1,15604,B.S. Bachelor of Science,School of Education,Education,1987,1983,crm_import
1310,1,15604,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Biology,1994,1992,crm_import
1311,1,7229,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,English,2004,2000,online
1312,1,3556,M.A. Master of Arts,College of Arts and Sciences,History,1978,1974,online
1313,1,17585,M.S. Master of Science,School of Engineering,Mechanical Engineering,2015,2011,advancement_entry
1314,1,12257,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,2011,2007,crm_import
1315,1,12359,M.S. Master of Science,School of Health Sciences,Public Health,1999,1995,crm_import
1316,1,9173,,College of Arts and Sciences,Economics,2006,2002,crm_import
1317,1,14493,M.B.A. Master of Business Administration,College of Arts and Sciences,Economics,1996,1992,crm_import
1318,1,13397,Certificate,College of Arts and Sciences,English,1994,1990,crm_import
1319,1,13397,Certificate,School of Engineering,Mechanical Engineering,2000,1998,crm_import
1320,1,3446,M.S. Master of Science,School of Business,,1953,1949,crm_import
1321,1,14844,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,2018,2014,crm_import
1322,1,11159,B.S. Bachelor of Science,School of Engineering,Mechanical Engineering,1991,1987,online
1323,1,16549,B.S. Bachelor of Science,School of Business,Business Administration,2023,2019,online
1324,1,14860,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,2015,2011,advancement_entry
1325,1,3086,M.A. Master of Arts,School of Education,,1960,1956,crm_import
1326,1,12454,J.D. Doctor of Jurisprudence,School of Education,Education,2017,2013,crm_import
1327,1,3230,,College of Arts and Sciences,History,1983,1979,crm_import
1328,1,17408,Certificate,College of Arts and Sciences,Political Science,2022,2018,crm_import
1329,1,11980,Certificate,School of Engineering,Computer Science,2009,2005,crm_import
1330,1,3233,B.A. Bachelor of Arts,School of Engineering,,1985,1981,crm_import
1331,1,7113,J.D. Doctor of Jurisprudence,School of Health Sciences,Public Health,2006,2002,crm_import
1332,1,7113,M.A. Master of Arts,College of Arts and Sciences,Biology,2012,2010,crm_import
1333,1,14576,B.S. Bachelor of Science,School of Business,Business Administration,2011,2007,online
1334,1,9747,B.B.A. Bachelor of Business Administration,School of Engineering,Mechanical Engineering,2017,2013,online
1335,1,17371,M.B.A. Master of Business Administration,School of Health Sciences,Public Health,2014,2010,advancement_entry
1336,1,529,A.B. Bachelor of Arts,School of Engineering,Computer Science,2010,2006,crm_import
1337,1,17789,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,2012,2008,crm_import
1338,1,11033,B.A. Bachelor of Arts,College of Arts and Sciences,History,2015,2011,crm_import
1339,1,12232,B.B.A. Bachelor of Business Administration,School of Business,Business Administration,2021,2017,crm_import
1340,1,2474,Ph.D. Doctor of Philosophy,School of Health Sciences,Public Health,1980,1976,crm_import
1341,1,10921,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Political Science,1959,1955,crm_import
1342,1,17032,B.B.A. Bachelor of Business Administration,College of Arts and Sciences,Political Science,2026,2022,online
1343,1,15425,A.B. Bachelor of Arts,School of Engineering,,2015,2011,online
1344,1,2931,M.A. Master of Arts,School of Engineering,Mechanical Engineering,1980,1976,crm_import
1345,1,2080,M.B.A. Master of Business Administration,College of Arts and Sciences,History,1972,1968,crm_import
1346,1,5145,B.S. Bachelor of Science,School of Engineering,Computer Science,1986,1982,crm_import
1347,1,5145,M.A. Master of Arts,College of Arts and Sciences,Biology,1989,1987,crm_import
1348,1,7184,B.S. Bachelor of Science,School of Education,Education,2025,2021,crm_import
1349,1,19310,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,1968,1964,crm_import
1350,1,4777,B.B.A. Bachelor of Business Administration,School of Engineering,Computer Science,1966,1962,crm_import
1351,1,11220,M.A. Master of Arts,School of Engineering,,1998,1994,crm_import
1352,1,11220,M.B.A. Master of Business Administration,School of Engineering,Mechanical Engineering,2002,2000,crm_import
1353,1,18497,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1988,1984,online
1354,1,18883,B.A. Bachelor of Arts,College of Arts and Sciences,History,1977,1973,online
1355,1,7860,A.B. Bachelor of Arts,College of Arts and Sciences,Economics,2009,2005,advancement_entry
1356,1,7860,J.D. Doctor of Jurisprudence,School of Engineering,Mechanical Engineering,2016,2014,advancement_entry
1357,1,2398,A.B. Bachelor of Arts,School of Education,Education,1996,1992,crm_import
1358,1,16581,,College of Arts and Sciences,,1998,1994,crm_import
1359,1,13886,,School of Education,Education,1995,1991,crm_import
1360,1,11189,Certificate,School of Education,,2006,2002,crm_import
1361,1,11189,M.S. Master of Science,College of Arts and Sciences,History,2012,2010,crm_import
1362,1,16460,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Economics,2003,1999,crm_import
1363,1,13151,M.S. Master of Science,School of Education,Education,2006,2002,crm_import
1364,1,16704,Ph.D. Doctor of Philosophy,School of Education,Education,1956,1952,online
1365,1,3726,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Economics,1973,1969,online
1366,1,4961,M.B.A. Master of Business Administration,College of Arts and Sciences,Political Science,2026,2022,advancement_entry
1367,1,5673,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2003,1999,crm_import
1368,1,3147,,School of Engineering,Computer Science,1994,1990,crm_import
1369,1,8971,B.S. Bachelor of Science,College of Arts and Sciences,History,2016,2012,crm_import
1370,1,9443,Certificate,School of Business,Business Administration,2014,2010,crm_import
1371,1,9443,M.A. Master of Arts,School of Health Sciences,Public Health,2020,2018,crm_import
1372,1,3113,Ph.D. Doctor of Philosophy,College of Arts and Sciences,History,1951,1947,crm_import
1373,1,17152,M.B.A. Master of Business Administration,School of Engineering,Mechanical Engineering,1970,1966,crm_import
1374,1,9001,Certificate,School of Education,Education,2019,2015,online
1375,1,3508,B.S. Bachelor of Science,College of Arts and Sciences,English,1966,1962,online
1376,1,1363,A.B. Bachelor of Arts,College of Arts and Sciences,Biology,2017,2013,advancement_entry
1377,1,1154,J.D. Doctor of Jurisprudence,School of Business,Business Administration,,1992,crm_import
1378,1,1154,A.B. Bachelor of Arts,College of Arts and Sciences,Political Science,2000,1998,crm_import
1379,1,3679,B.S. Bachelor of Science,College of Arts and Sciences,Political Science,1991,1987,crm_import
1380,1,451,J.D. Doctor of Jurisprudence,College of Arts and Sciences,Political Science,1982,1978,crm_import
1381,1,451,Certificate,School of Business,Business Administration,1989,1987,crm_import
1382,1,6974,B.B.A. Bachelor of Business Administration,School of Education,Education,1975,1971,crm_import
1383,1,270,M.A. Master of Arts,School of Health Sciences,Public Health,1975,1971,crm_import
1384,1,15091,J.D. Doctor of Jurisprudence,College of Arts and Sciences,English,2013,2009,crm_import
1385,1,15091,M.B.A. Master of Business Administration,College of Arts and Sciences,History,2017,2015,crm_import
1386,1,18317,B.A. Bachelor of Arts,School of Engineering,Computer Science,2007,2003,crm_import
1387,1,10561,A.B. Bachelor of Arts,College of Arts and Sciences,,2003,1999,online
1388,1,10561,Ph.D. Doctor of Philosophy,College of Arts and Sciences,English,2006,2004,online
1389,1,16998,B.S. Bachelor of Science,College of Arts and Sciences,Economics,2010,2006,online
1390,1,16998,M.B.A. Master of Business Administration,School of Engineering,Mechanical Engineering,2012,2010,online
1391,1,3793,M.S. Master of Science,College of Arts and Sciences,Political Science,2001,1997,advancement_entry
1392,1,465,B.A. Bachelor of Arts,College of Arts and Sciences,History,1987,1983,crm_import
1393,1,13034,M.S. Master of Science,School of Business,Business Administration,1967,1963,crm_import
1394,1,17998,Certificate,School of Health Sciences,Public Health,,2005,crm_import
1395,1,17998,M.A. Master of Arts,School of Health Sciences,Public Health,2016,2014,crm_import
1396,1,5667,Ph.D. Doctor of Philosophy,College of Arts and Sciences,Biology,1966,1962,crm_import
1397,1,7238,J.D. Doctor of Jurisprudence,College of Arts and Sciences,,1986,1982,crm_import
1398,1,1924,M.S. Master of Science,School of Engineering,Computer Science,1986,1982,crm_import
